id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
1081,983,Right Infralimbic area layer 6b,RILA6b,,1,3,8690,44,7,1,234,/997/8/567/688/695/315/44/1081/,59B363,,,f,235,2961423984,734881840,Infralimbic area layer 6b
1082,842,Right Taenia tecta ventral part layer 3,RTTv3,,1,3,8690,605,8,1,370,/997/8/567/688/695/698/589/605/1082/,62D09F,,,f,371,1802105289,734881840,Taenia tecta ventral part layer 3
1083,559,Right epithalamus related,Rmfbse,,1,3,8690,824,4,1,1191,/997/1009/991/824/1083/,CCCCCC,,,f,1192,2734318942,734881840,epithalamus related
1084,276,Right Presubiculum,RPRE,,1,3,8690,822,7,1,492,/997/8/567/688/695/1089/822/1084/,59B947,,,f,493,1788290302,734881840,Presubiculum
1085,1125,Right Secondary motor area layer 6b,RMOs6b,,1,3,8690,993,8,1,26,/997/8/567/688/695/315/500/993/1085/,1F9D5A,,,f,27,1225271489,734881840,Secondary motor area layer 6b
1086,984,Right Primary somatosensory area trunk layer 4,RSSp-tr4,,1,3,8690,361,9,1,79,/997/8/567/688/695/315/453/322/361/1086/,188064,,,f,80,1741439834,734881840,Primary somatosensory area trunk layer 4
1087,701,Right precentral fissure,Rpce,,1,3,8690,1040,3,1,1218,/997/1024/1040/1087/,AAAAAA,,,f,1219,2084828473,734881840,precentral fissure
1088,418,Right Medial geniculate complex medial part,RMGm,,1,3,8690,475,8,1,609,/997/8/343/1129/549/864/1008/475/1088/,FF8084,,,f,610,1525122346,734881840,Medial geniculate complex medial part
1089,135,Right Hippocampal formation,RHPF,,1,3,8690,695,5,1,415,/997/8/567/688/695/1089/,7ED04B,,,f,416,702348177,734881840,Hippocampal formation
1090,1126,Right Supplemental somatosensory area layer 5,RSSs5,,1,3,8690,378,8,1,94,/997/8/567/688/695/315/453/378/1090/,188064,,,f,95,788174312,734881840,Supplemental somatosensory area layer 5
1091,843,Right Lobules IV-V,RCUL4 5,,1,3,8690,928,6,1,952,/997/8/512/528/645/928/1091/,FFFC91,,,f,953,3691274609,734881840,Lobules IV-V
1092,560,Right external medullary lamina of the thalamus,Rem,,1,3,8690,896,4,1,1122,/997/1009/983/896/1092/,CCCCCC,,,f,1123,3515725381,734881840,external medullary lamina of the thalamus
1093,277,Right Pontine reticular nucleus caudal part,RPRNc,,1,3,8690,987,6,1,831,/997/8/343/1065/771/987/1093/,FFBA86,,,f,832,3254684830,734881840,Pontine reticular nucleus caudal part
1094,985,Right Primary somatosensory area lower limb layer 4,RSSp-ll4,,1,3,8690,337,9,1,58,/997/8/567/688/695/315/453/322/337/1094/,188064,,,f,59,33028960,734881840,Primary somatosensory area lower limb layer 4
1095,702,Right preculminate fissure,Rpcf,,1,3,8690,1040,3,1,1219,/997/1024/1040/1095/,AAAAAA,,,f,1220,3439430666,734881840,preculminate fissure
1096,419,Right Anteromedial nucleus dorsal part,RAMd,,1,3,8690,127,8,1,620,/997/8/343/1129/549/856/239/127/1096/,FF909F,,,f,621,2125395068,734881840,Anteromedial nucleus dorsal part
1097,136,Right Hypothalamus,RHY,,1,3,8690,1129,4,1,655,/997/8/343/1129/1097/,E64438,,,f,656,3938328193,734881840,Hypothalamus
1098,844,Right Medullary reticular nucleus dorsal part,RMDRNd,,1,3,8690,395,7,1,899,/997/8/343/1065/354/370/395/1098/,FFB3D9,,,f,900,2459648443,734881840,Medullary reticular nucleus dorsal part
1099,561,Right fornix system,Rfxs,,1,3,8690,768,4,1,1152,/997/1009/991/768/1099/,CCCCCC,,,f,1153,2860735463,734881840,fornix system
1100,278,Right Pretectal region,RPRT,,1,3,8690,323,5,1,774,/997/8/343/313/323/1100/,FF90FF,,,f,775,3274676419,734881840,Pretectal region
1101,1127,Right Agranular insular area dorsal part layer 5,RAId5,,1,3,8690,104,8,1,264,/997/8/567/688/695/315/95/104/1101/,219866,,,f,265,581222647,734881840,Agranular insular area dorsal part layer 5
1102,986,Right Primary somatosensory area mouth layer 6a,RSSp-m6a,,1,3,8690,345,9,1,67,/997/8/567/688/695/315/453/322/345/1102/,188064,,,f,68,3455683244,734881840,Primary somatosensory area mouth layer 6a
1103,703,Right primary fissure,Rpri,,1,3,8690,1040,3,1,1220,/997/1024/1040/1103/,AAAAAA,,,f,1221,1359711822,734881840,primary fissure
1104,420,Right Anteromedial nucleus ventral part,RAMv,,1,3,8690,127,8,1,621,/997/8/343/1129/549/856/239/127/1104/,FF909F,,,f,622,4096603778,734881840,Anteromedial nucleus ventral part
1105,137,Right Intercalated amygdalar nucleus,RIA,,1,3,8690,278,6,1,548,/997/8/567/623/477/278/1105/,80C0E2,,,f,549,1834113869,734881840,Intercalated amygdalar nucleus
1106,1128,Right Visceral area layer 2/3,RVISC2/3,,1,3,8690,677,7,1,106,/997/8/567/688/695/315/677/1106/,11AD83,,,f,107,1410936982,734881840,Visceral area layer 2/3
1107,845,Right Medullary reticular nucleus ventral part,RMDRNv,,1,3,8690,395,7,1,900,/997/8/343/1065/354/370/395/1107/,FFB3D9,,,f,901,4055979044,734881840,Medullary reticular nucleus ventral part
1108,562,Right genu of corpus callosum,Rccg,,1,3,8690,776,4,1,1106,/997/1009/983/776/1108/,CCCCCC,,,f,1107,3387198454,734881840,genu of corpus callosum
1109,279,Right Parastrial nucleus,RPS,,1,3,8690,141,6,1,687,/997/8/343/1129/1097/141/1109/,FF5547,,,f,688,747009513,734881840,Parastrial nucleus
1110,421,Right Supramammillary nucleus lateral part,RSUMl,,1,3,8690,525,8,1,706,/997/8/343/1129/1097/467/331/525/1110/,FF4C3E,,,f,707,3001814184,734881840,Supramammillary nucleus lateral part
1111,987,Right Primary somatosensory area trunk layer 5,RSSp-tr5,,1,3,8690,361,9,1,80,/997/8/567/688/695/315/453/322/361/1111/,188064,,,f,81,281768908,734881840,Primary somatosensory area trunk layer 5
1112,704,Right posterior superior fissure,Rpsf,,1,3,8690,1040,3,1,1221,/997/1024/1040/1112/,AAAAAA,,,f,1222,706594763,734881840,posterior superior fissure
1113,138,Right Interanterodorsal nucleus of the thalamus,RIAD,,1,3,8690,239,7,1,624,/997/8/343/1129/549/856/239/1113/,FF909F,,,f,625,3914886814,734881840,Interanterodorsal nucleus of the thalamus
1114,1129,Right Anterolateral visual area layer 4,RVISal4,,1,3,8690,402,8,1,150,/997/8/567/688/695/315/669/402/1114/,08858C,,,f,151,3636762855,734881840,Anterolateral visual area layer 4
1116,563,Right genu of the facial nerve,RgVIIn,,1,3,8690,798,4,1,1044,/997/1009/967/798/1116/,CCCCCC,,,f,1045,3232359188,734881840,genu of the facial nerve
1117,280,Right Pons behavioral state related,RP-sat,,1,3,8690,771,5,1,838,/997/8/343/1065/771/1117/,FFC395,,,f,839,2919861966,734881840,Pons behavioral state related
1118,422,Right Supramammillary nucleus medial part,RSUMm,,1,3,8690,525,8,1,707,/997/8/343/1129/1097/467/331/525/1118/,FF4C3E,,,f,708,1151982312,734881840,Supramammillary nucleus medial part
1119,705,Right prepyramidal fissure,Rppf,,1,3,8690,1040,3,1,1222,/997/1024/1040/1119/,AAAAAA,,,f,1223,90069120,734881840,prepyramidal fissure
1120,139,Right Interanteromedial nucleus of the thalamus,RIAM,,1,3,8690,239,7,1,623,/997/8/343/1129/549/856/239/1120/,FF909F,,,f,624,3666899134,734881840,Interanteromedial nucleus of the thalamus
1121,988,Right Entorhinal area lateral part layer 1,RENTl1,,1,3,8690,918,9,1,456,/997/8/567/688/695/1089/822/909/918/1121/,32B825,,,f,457,1675684242,734881840,Entorhinal area lateral part layer 1
1123,564,Right inferior cerebellar peduncle,Ricp,,1,3,8690,752,4,1,1092,/997/1009/960/752/1123/,CCCCCC,,,f,1093,202676826,734881840,inferior cerebellar peduncle
1124,281,Right Suprachiasmatic preoptic nucleus,RPSCH,,1,3,8690,141,6,1,688,/997/8/343/1129/1097/141/1124/,FF5547,,,f,689,1784798415,734881840,Suprachiasmatic preoptic nucleus
1125,1130,Right Orbital area ventrolateral part layer 5,RORBvl5,,1,3,8690,746,8,1,257,/997/8/567/688/695/315/714/746/1125/,248A5E,,,f,258,4084585477,734881840,Orbital area ventrolateral part layer 5
1126,423,Right Tuberomammillary nucleus dorsal part,RTMd,,1,3,8690,557,8,1,709,/997/8/343/1129/1097/467/331/557/1126/,FF4C3E,,,f,710,2136571968,734881840,Tuberomammillary nucleus dorsal part
1127,706,Right Temporal association areas layer 2/3,RTEa2/3,,1,3,8690,541,7,1,323,/997/8/567/688/695/315/541/1127/,15B0B3,,,f,324,74295275,734881840,Temporal association areas layer 2/3
1128,989,Right Primary somatosensory area lower limb layer 5,RSSp-ll5,,1,3,8690,337,9,1,59,/997/8/567/688/695/315/453/322/337/1128/,188064,,,f,60,1995492342,734881840,Primary somatosensory area lower limb layer 5
1129,140,Right Interbrain,RIB,,1,3,8690,343,3,1,589,/997/8/343/1129/,FF7080,,,f,590,3609083732,734881840,Interbrain
1131,565,Right intermediate nerve,RiVIIn,,1,3,8690,798,4,1,1043,/997/1009/967/798/1131/,CCCCCC,,,f,1044,2336161075,734881840,intermediate nerve
1132,282,Right Pons sensory related,RP-sen,,1,3,8690,771,5,1,803,/997/8/343/1065/771/1132/,FFAE6F,,,f,804,4249678601,734881840,Pons sensory related
1133,1131,Right Entorhinal area medial part ventral zone layer 5/6,RENTmv5/6,,1,3,8690,934,9,1,483,/997/8/567/688/695/1089/822/909/934/1133/,32B825,,,f,484,2307313284,734881840,Entorhinal area medial part ventral zone layer 5/6
1139,1137,Right Nucleus of the lateral olfactory tract layer 3,RNLOT3,,1,3,8690,619,7,1,386,/997/8/567/688/695/698/619/1139/,95E4C8,,,f,387,2600277896,734881840,Nucleus of the lateral olfactory tract layer 3
1140,1138,Right Postpiriform transition area layers 1,RTR1,,1,3,8690,566,7,1,412,/997/8/567/688/695/698/566/1140/,A8ECD3,,,f,413,1927513861,734881840,Postpiriform transition area layers 1
1141,1139,Right Postpiriform transition area layers 2,RTR2,,1,3,8690,566,7,1,413,/997/8/567/688/695/698/566/1141/,A8ECD3,,,f,414,3958036159,734881840,Postpiriform transition area layers 2
1142,1140,Right Postpiriform transition area layers 3,RTR3,,1,3,8690,566,7,1,414,/997/8/567/688/695/698/566/1142/,A8ECD3,,,f,415,2632836649,734881840,Postpiriform transition area layers 3
1143,1141,Right Cerebellar cortex granular layer,RCBXgr,,1,3,8690,528,4,1,1008,/997/8/512/528/1143/,ECE754,,,f,1009,706018392,734881840,Cerebellar cortex granular layer
1144,1142,Right Cerebellar cortex molecular layer,RCBXmo,,1,3,8690,528,4,1,1006,/997/8/512/528/1144/,FFFC91,,,f,1007,2797331721,734881840,Cerebellar cortex molecular layer
1145,1143,Right Cerebellar cortex Purkinje layer,RCBXpu,,1,3,8690,528,4,1,1007,/997/8/512/528/1145/,FFFC91,,,f,1008,2145022156,734881840,Cerebellar cortex Purkinje layer
10671,,Right Median eminence,RME,,1,3,8690,1097,5,1,787,/997/8/343/1129/1097/10671/,F2483B,,,f,788,138849015,734881840,Median eminence
10672,,"Right Simple lobule, granular layer",RSIMgr,,1,3,8690,1007,6,1,1028,/997/8/512/528/1073/1007/10672/,ECE754,,,f,1029,3286607595,734881840,Simple lobule granular layer
10673,,"Right Simple lobule, Purkinje layer",RSIMpu,,1,3,8690,1007,6,1,1027,/997/8/512/528/1073/1007/10673/,FFFC91,,,f,1028,2519411327,734881840,Simple lobule Purkinje layer
10674,,"Right Simple lobule, molecular layer",RSIMmo,,1,3,8690,1007,6,1,1026,/997/8/512/528/1073/1007/10674/,FFFC91,,,f,1027,4097504869,734881840,Simple lobule molecular layer
10675,,"Right Crus 1, granular layer",RANcr1gr,,1,3,8690,1056,7,1,1033,/997/8/512/528/1073/1017/1056/10675/,ECE754,,,f,1034,1030907288,734881840,Crus 1 granular layer
10676,,"Right Crus 1, Purkinje layer",RANcr1pu,,1,3,8690,1056,7,1,1032,/997/8/512/528/1073/1017/1056/10676/,FFFC91,,,f,1033,1757210892,734881840,Crus 1 Purkinje layer
10677,,"Right Crus 1, molecular layer",RANcr1mo,,1,3,8690,1056,7,1,1031,/997/8/512/528/1073/1017/1056/10677/,FFFC91,,,f,1032,1036534048,734881840,Crus 1 molecular layer
10678,,"Right Crus 2, granular layer",RANcr2gr,,1,3,8690,1064,7,1,1037,/997/8/512/528/1073/1017/1064/10678/,ECE754,,,f,1038,347787626,734881840,Crus 2 granular layer
10679,,"Right Crus 2, Purkinje layer",RANcr2pu,,1,3,8690,1064,7,1,1036,/997/8/512/528/1073/1017/1064/10679/,FFFC91,,,f,1037,1098145278,734881840,Crus 2 Purkinje layer
10680,,"Right Crus 2, molecular layer",RANcr2mo,,1,3,8690,1064,7,1,1035,/997/8/512/528/1073/1017/1064/10680/,FFFC91,,,f,1036,1850874532,734881840,Crus 2 molecular layer
10681,,"Right Paramedian lobule, granular layer",RPRMgr,,1,3,8690,1025,6,1,1041,/997/8/512/528/1073/1025/10681/,ECE754,,,f,1042,2941462863,734881840,Paramedian lobule granular layer
10682,,"Right Paramedian lobule, Purkinje layer",RPRMpu,,1,3,8690,1025,6,1,1040,/997/8/512/528/1073/1025/10682/,FFFC91,,,f,1041,4204635611,734881840,Paramedian lobule Purkinje layer
10683,,"Right Paramedian lobule, molecular layer",RPRMmo,,1,3,8690,1025,6,1,1039,/997/8/512/528/1073/1025/10683/,FFFC91,,,f,1040,636299035,734881840,Paramedian lobule molecular layer
10684,,"Right Copula pyramidis, granular layer",RCOPYgr,,1,3,8690,1033,6,1,1045,/997/8/512/528/1073/1033/10684/,ECE754,,,f,1046,70130478,734881840,Copula pyramidis granular layer
10685,,"Right Copula pyramidis, Purkinje layer",RCOPYpu,,1,3,8690,1033,6,1,1044,/997/8/512/528/1073/1033/10685/,FFFC91,,,f,1045,1373673402,734881840,Copula pyramidis Purkinje layer
10686,,"Right Copula pyramidis, molecular layer",RCOPYmo,,1,3,8690,1033,6,1,1043,/997/8/512/528/1073/1033/10686/,FFFC91,,,f,1044,536021991,734881840,Copula pyramidis molecular layer
10687,,"Right Paraflocculus, granular layer",RPFLgr,,1,3,8690,1041,6,1,1049,/997/8/512/528/1073/1041/10687/,ECE754,,,f,1050,2350621611,734881840,Paraflocculus granular layer
10688,,"Right Paraflocculus, Purkinje layer",RPFLpu,,1,3,8690,1041,6,1,1048,/997/8/512/528/1073/1041/10688/,FFFC91,,,f,1049,3654627135,734881840,Paraflocculus Purkinje layer
10689,,"Right Paraflocculus, molecular layer",RPFLmo,,1,3,8690,1041,6,1,1047,/997/8/512/528/1073/1041/10689/,FFFC91,,,f,1048,2192132592,734881840,Paraflocculus molecular layer
10690,,"Right Flocculus, granular layer",RFLgr,,1,3,8690,1049,6,1,1053,/997/8/512/528/1073/1049/10690/,ECE754,,,f,1054,218436312,734881840,Flocculus granular layer
10691,,"Right Flocculus, Purkinje layer",RFLpu,,1,3,8690,1049,6,1,1052,/997/8/512/528/1073/1049/10691/,FFFC91,,,f,1053,1489739340,734881840,Flocculus Purkinje layer
10692,,"Right Flocculus, molecular layer",RFLmo,,1,3,8690,1049,6,1,1051,/997/8/512/528/1073/1049/10692/,FFFC91,,,f,1052,1260681159,734881840,Flocculus molecular layer
10693,,"Right Parasubiculum, layer 1",RPAR1,,1,3,8690,843,8,1,520,/997/8/567/688/695/1089/822/843/10693/,72D569,,,f,521,522985197,734881840,Parasubiculum layer 1
10694,,"Right Parasubiculum, layer 2",RPAR2,,1,3,8690,843,8,1,521,/997/8/567/688/695/1089/822/843/10694/,72D569,,,f,522,2250592087,734881840,Parasubiculum layer 2
10695,,"Right Parasubiculum, layer 3",RPAR3,,1,3,8690,843,8,1,522,/997/8/567/688/695/1089/822/843/10695/,72D569,,,f,523,4045569985,734881840,Parasubiculum layer 3
10696,,"Right Postsubiculum, layer 1",RPOST1,,1,3,8690,1037,8,1,524,/997/8/567/688/695/1089/822/1037/10696/,48C83C,,,f,525,460318765,734881840,Postsubiculum layer 1
10697,,"Right Postsubiculum, layer 2",RPOST2,,1,3,8690,1037,8,1,525,/997/8/567/688/695/1089/822/1037/10697/,48C83C,,,f,526,2187770263,734881840,Postsubiculum layer 2
10698,,"Right Postsubiculum, layer 3",RPOST3,,1,3,8690,1037,8,1,526,/997/8/567/688/695/1089/822/1037/10698/,48C83C,,,f,527,4116809985,734881840,Postsubiculum layer 3
10699,,"Right Presubiculum, layer 1",RPRE1,,1,3,8690,1084,8,1,528,/997/8/567/688/695/1089/822/1084/10699/,59B947,,,f,529,2047674520,734881840,Presubiculum layer 1
10700,,"Right Presubiculum, layer 2",RPRE2,,1,3,8690,1084,8,1,529,/997/8/567/688/695/1089/822/1084/10700/,59B947,,,f,530,3808712994,734881840,Presubiculum layer 2
10701,,"Right Presubiculum, layer 3",RPRE3,,1,3,8690,1084,8,1,530,/997/8/567/688/695/1089/822/1084/10701/,59B947,,,f,531,2483251636,734881840,Presubiculum layer 3
10702,,"Right Dentate gyrus, subgranular zone",RDG-sgz,,1,3,8690,726,8,1,473,/997/8/567/688/695/1089/1080/726/10702/,7ED04B,,,f,474,2671485875,734881840,Dentate gyrus subgranular zone
10703,,"Right Dentate gyrus, molecular layer",RDG-mo,,1,3,8690,726,8,1,470,/997/8/567/688/695/1089/1080/726/10703/,7ED04B,,,f,471,4100692564,734881840,Dentate gyrus molecular layer
10704,,"Right Dentate gyrus, polymorph layer",RDG-po,,1,3,8690,726,8,1,471,/997/8/567/688/695/1089/1080/726/10704/,7ED04B,,,f,472,810714779,734881840,Dentate gyrus polymorph layer
10705,,"Right Lingula (I), granular layer",RLINGgr,,1,3,8690,912,6,1,981,/997/8/512/528/645/912/10705/,ECE754,,,f,982,2610021579,734881840,Lingula (I) granular layer
10706,,"Right Lingula (I), Purkinje layer",RLINGpu,,1,3,8690,912,6,1,980,/997/8/512/528/645/912/10706/,FFFC91,,,f,981,3462350943,734881840,Lingula (I) Purkinje layer
10707,,"Right Lingula (I), molecular layer",RLINGmo,,1,3,8690,912,6,1,979,/997/8/512/528/645/912/10707/,FFFC91,,,f,980,3473711823,734881840,Lingula (I) molecular layer
10708,,"Right Lobule II, granular layer",RCENT2gr,,1,3,8690,976,7,1,986,/997/8/512/528/645/920/976/10708/,ECE754,,,f,987,1596810214,734881840,Lobule II granular layer
10709,,"Right Lobule II, Purkinje layer",RCENT2pu,,1,3,8690,976,7,1,985,/997/8/512/528/645/920/976/10709/,FFFC91,,,f,986,182710130,734881840,Lobule II Purkinje layer
10710,,"Right Lobule II, molecular layer",RCENT2mo,,1,3,8690,976,7,1,984,/997/8/512/528/645/920/976/10710/,FFFC91,,,f,985,2316780061,734881840,Lobule II molecular layer
10711,,"Right Lobule III, granular layer",RCENT3gr,,1,3,8690,984,7,1,990,/997/8/512/528/645/920/984/10711/,ECE754,,,f,991,3992062481,734881840,Lobule III granular layer
10712,,"Right Lobule III, Purkinje layer",RCENT3pu,,1,3,8690,984,7,1,989,/997/8/512/528/645/920/984/10712/,FFFC91,,,f,990,3090974341,734881840,Lobule III Purkinje layer
10713,,"Right Lobule III, molecular layer",RCENT3mo,,1,3,8690,984,7,1,988,/997/8/512/528/645/920/984/10713/,FFFC91,,,f,989,2843540171,734881840,Lobule III molecular layer
10714,,"Right Lobule IV, granular layer",RCUL4gr,,1,3,8690,992,7,1,995,/997/8/512/528/645/928/992/10714/,ECE754,,,f,996,937441858,734881840,Lobule IV granular layer
10715,,"Right Lobule IV, Purkinje layer",RCUL4pu,,1,3,8690,992,7,1,994,/997/8/512/528/645/928/992/10715/,FFFC91,,,f,995,1647228630,734881840,Lobule IV Purkinje layer
10716,,"Right Lobule IV, molecular layer",RCUL4mo,,1,3,8690,992,7,1,993,/997/8/512/528/645/928/992/10716/,FFFC91,,,f,994,1539631285,734881840,Lobule IV molecular layer
10717,,"Right Lobule V, granular layer",RCUL5gr,,1,3,8690,1001,7,1,999,/997/8/512/528/645/928/1001/10717/,ECE754,,,f,1000,1434641915,734881840,Lobule V granular layer
10718,,"Right Lobule V, Purkinje layer",RCUL5pu,,1,3,8690,1001,7,1,998,/997/8/512/528/645/928/1001/10718/,FFFC91,,,f,999,5007727,734881840,Lobule V Purkinje layer
10719,,"Right Lobule V, molecular layer",RCUL5mo,,1,3,8690,1001,7,1,997,/997/8/512/528/645/928/1001/10719/,FFFC91,,,f,998,3910893890,734881840,Lobule V molecular layer
10720,,"Right Lobules IV-V, granular layer","RCUL4, 5gr",,1,3,8690,1091,7,1,1003,/997/8/512/528/645/928/1091/10720/,ECE754,,,f,1004,39174044,734881840,Lobules IV-V granular layer
10721,,"Right Lobules IV-V, Purkinje layer","RCUL4, 5pu",,1,3,8690,1091,7,1,1002,/997/8/512/528/645/928/1091/10721/,FFFC91,,,f,1003,1469788936,734881840,Lobules IV-V Purkinje layer
10722,,"Right Lobules IV-V, molecular layer","RCUL4, 5mo",,1,3,8690,1091,7,1,1001,/997/8/512/528/645/928/1091/10722/,FFFC91,,,f,1002,983212771,734881840,Lobules IV-V molecular layer
10723,,"Right Declive (VI), granular layer",RDECgr,,1,3,8690,936,6,1,1007,/997/8/512/528/645/936/10723/,ECE754,,,f,1008,1376435333,734881840,Declive (VI) granular layer
10724,,"Right Declive (VI), Purkinje layer",RDECpu,,1,3,8690,936,6,1,1006,/997/8/512/528/645/936/10724/,FFFC91,,,f,1007,130297873,734881840,Declive (VI) Purkinje layer
10725,,"Right Declive (VI), molecular layer",RDECmo,,1,3,8690,936,6,1,1005,/997/8/512/528/645/936/10725/,FFFC91,,,f,1006,1587631392,734881840,Declive (VI) molecular layer
10726,,"Right Folium-tuber vermis (VII), granular layer",RFOTUgr,,1,3,8690,944,6,1,1011,/997/8/512/528/645/944/10726/,ECE754,,,f,1012,3949682268,734881840,Folium-tuber vermis (VII) granular layer
10727,,"Right Folium-tuber vermis (VII), Purkinje layer",RFOTUpu,,1,3,8690,944,6,1,1010,/997/8/512/528/645/944/10727/,FFFC91,,,f,1011,3198538440,734881840,Folium-tuber vermis (VII) Purkinje layer
10728,,"Right Folium-tuber vermis (VII), molecular layer",RFOTUmo,,1,3,8690,944,6,1,1009,/997/8/512/528/645/944/10728/,FFFC91,,,f,1010,2702663346,734881840,Folium-tuber vermis (VII) molecular layer
10729,,"Right Pyramus (VIII), granular layer",RPYRgr,,1,3,8690,951,6,1,1015,/997/8/512/528/645/951/10729/,ECE754,,,f,1016,1852675466,734881840,Pyramus (VIII) granular layer
10730,,"Right Pyramus (VIII), Purkinje layer",RPYRpu,,1,3,8690,951,6,1,1014,/997/8/512/528/645/951/10730/,FFFC91,,,f,1015,1000544542,734881840,Pyramus (VIII) Purkinje layer
10731,,"Right Pyramus (VIII), molecular layer",RPYRmo,,1,3,8690,951,6,1,1013,/997/8/512/528/645/951/10731/,FFFC91,,,f,1014,3458346904,734881840,Pyramus (VIII) molecular layer
10732,,"Right Uvula (IX), granular layer",RUVUgr,,1,3,8690,957,6,1,1019,/997/8/512/528/645/957/10732/,ECE754,,,f,1020,1992630887,734881840,Uvula (IX) granular layer
10733,,"Right Uvula (IX), Purkinje layer",RUVUpu,,1,3,8690,957,6,1,1018,/997/8/512/528/645/957/10733/,FFFC91,,,f,1019,587968243,734881840,Uvula (IX) Purkinje layer
10734,,"Right Uvula (IX), molecular layer",RUVUmo,,1,3,8690,957,6,1,1017,/997/8/512/528/645/957/10734/,FFFC91,,,f,1018,276896234,734881840,Uvula (IX) molecular layer
10735,,"Right Nodulus (X), granular layer",RNODgr,,1,3,8690,968,6,1,1023,/997/8/512/528/645/968/10735/,ECE754,,,f,1024,1316837636,734881840,Nodulus (X) granular layer
10736,,"Right Nodulus (X), Purkinje layer",RNODpu,,1,3,8690,968,6,1,1022,/997/8/512/528/645/968/10736/,FFFC91,,,f,1023,464770448,734881840,Nodulus (X) Purkinje layer
10737,,"Right Nodulus (X), molecular layer",RNODmo,,1,3,8690,968,6,1,1021,/997/8/512/528/645/968/10737/,FFFC91,,,f,1022,3288502643,734881840,Nodulus (X) molecular layer
12993,,"Right Somatosensory areas, layer 1",RSS1,,1,3,8690,453,7,1,28,/997/8/567/688/695/315/453/12993/,188064,,,f,29,544207135,734881840,Somatosensory areas layer 1
12994,,"Right Somatosensory areas, layer 2/3",RSS2/3,,1,3,8690,453,7,1,29,/997/8/567/688/695/315/453/12994/,188064,,,f,30,3920828838,734881840,Somatosensory areas layer 2/3
12995,,"Right Somatosensory areas, layer 4",RSS4,,1,3,8690,453,7,1,30,/997/8/567/688/695/315/453/12995/,188064,,,f,31,1342506384,734881840,Somatosensory areas layer 4
12996,,"Right Somatosensory areas, layer 5",RSS5,,1,3,8690,453,7,1,31,/997/8/567/688/695/315/453/12996/,188064,,,f,32,654456070,734881840,Somatosensory areas layer 5
12997,,"Right Somatosensory areas, layer 6a",RSS6a,,1,3,8690,453,7,1,32,/997/8/567/688/695/315/453/12997/,188064,,,f,33,719211136,734881840,Somatosensory areas layer 6a
12998,,"Right Somatosensory areas, layer 6b",RSS6b,,1,3,8690,453,7,1,33,/997/8/567/688/695/315/453/12998/,188064,,,f,34,3017218874,734881840,Somatosensory areas layer 6b
20001,424,Left Tuberomammillary nucleus ventral part,LTMv,,1,3,8690,20557,8,1,710,/997/8/343/1129/1097/467/331/557/1/,FF4C3E,,,f,711,3678649713,734881840,Tuberomammillary nucleus ventral part
20002,990,Left Primary somatosensory area mouth layer 6b,LSSp-m6b,,1,3,8690,20345,9,1,68,/997/8/567/688/695/315/453/322/345/2/,188064,,,f,69,1425070870,734881840,Primary somatosensory area mouth layer 6b
20003,707,Left secondary fissure,Lsec,,1,3,8690,21040,3,1,1223,/997/1024/1040/3/,AAAAAA,,,f,1224,1603026106,734881840,secondary fissure
20004,141,Left Inferior colliculus,LIC,,1,3,8690,20339,5,1,746,/997/8/343/313/339/4/,FF7AFF,,,f,747,3456805092,734881840,Inferior colliculus
20006,566,Left internal capsule,Lint,,1,3,8690,20784,4,1,1111,/997/1009/983/784/6/,CCCCCC,,,f,1112,2936038281,734881840,internal capsule
20007,283,Left Principal sensory nucleus of the trigeminal,LPSV,,1,3,8690,21132,6,1,808,/997/8/343/1065/771/1132/7/,FFAE6F,,,f,809,977401861,734881840,Principal sensory nucleus of the trigeminal
20008,0,Left Basic cell groups and regions,Lgrey,,1,3,8690,20997,1,1,1,/997/8/,BFDAE3,,,f,2,2244697386,734881840,Basic cell groups and regions
20009,991,Left Primary somatosensory area trunk layer 6a,LSSp-tr6a,,1,3,8690,20361,9,1,81,/997/8/567/688/695/315/453/322/361/9/,188064,,,f,82,1364764776,734881840,Primary somatosensory area trunk layer 6a
20010,425,Left Superior colliculus motor related intermediate gray layer,LSCig,,1,3,8690,20294,6,1,766,/997/8/343/313/323/294/10/,FF90FF,,,f,767,4208210812,734881840,Superior colliculus motor related intermediate gray layer
20011,708,Left posterolateral fissure,Lplf,,1,3,8690,21040,3,1,1224,/997/1024/1040/11/,AAAAAA,,,f,1225,3968698314,734881840,posterolateral fissure
20012,142,Left Interfascicular nucleus raphe,LIF,,1,3,8690,20165,6,1,796,/997/8/343/313/348/165/12/,FFA6FF,,,f,797,1057138099,734881840,Interfascicular nucleus raphe
20014,567,Left internal medullary lamina of the thalamus,Lim,,1,3,8690,20896,4,1,1123,/997/1009/983/896/14/,CCCCCC,,,f,1124,1272383137,734881840,internal medullary lamina of the thalamus
20015,284,Left Parataenial nucleus,LPT,,1,3,8690,20571,7,1,636,/997/8/343/1129/549/856/571/15/,FF909F,,,f,637,1224128658,734881840,Parataenial nucleus
